prompt,model_answer,predict_proba
Какой знак используется для обозначения денежного знака крон Дании (DKK) в соответствии с настройками по умолчанию в Microsoft Excel версии 14.0.4536.1000 и другими указанными источниками?,"В Microsoft Excel версии 14.0.4536.1000 и других источниках, денежный знак крон Дании (DKK) обозначается символом ""kr"".",0.9776914914357754
"От чьего имени происходит суффикс «-ра», используемый в языке субкультуры гяру для обозначения схожести с поп-идолом?",Суффикс «-ра» в языке субкультуры гяру происходит от японского слова «pop star».,0.984402657312646
Какая субъединица Цитохром-b6f-комплекса несёт гем c и связывает пластоцианин?,"Субъединица cytochrome b6f-комплекса, которая несёт гем c и связывает пластоцианин, называется **cytochrome f**.",0.1675324573042849
На какой частоте экипаж рейса 103 связался с радистом буровой платформы Penrod при спасении самолёта Cessna 188 над Тихим океаном?,Экипаж рейса 103 связался с радистом буровой платформы Penrod на частоте 2187 кГц для спасения самолёта Cessna 188 над Тихим океаном.,0.7518214704686651
Кем был задержан А. Ф. Кони 23 октября 1919 года?,Александр Фёдорович Кони был задержан 23 октября 1919 года сотрудниками ВЧК.,0.9148969545922756
Кто изгоняет Делсина из племени в плохом концовке игры Infamous: Second Son?,"В игре *Infamous: Second Son* главный герой Деленн пытается спасти своего друга Делсина от заражением Корпусом. Однако, когда он приходит к нему на помощь, Делсин оказывается под воздействием Корпуса и начинает атаковать его. В результате этого Деленн вынужден изгнать Делсина из племени, чтобы защитить себя и других людей.",0.987265953220816
"Какую роль в фильме «Хэллоуин» (1978) Джон Карпентер предлагал Кристоферу Ли до того, как отдать её Дональду Плезенсу?","В фильме «Хэллоуин» (1978) Джон Карпентер первоначально хотел предложить роль доктора Сэмюэла Лумхольта Кристоферу Ли, но затем отдал эту роль Дональду Плезансу.",0.0434405228222693
Какая национальность преобладала среди жителей деревни Филисово городского округа Шатура по данным переписи населения 2002 года?,"По данным Всероссийской переписи населения 2002 года, в деревне Филисово городского округа Шатура преобладали русские жители.",0.1076410454104853
"Какое географическое описание маршрута армии Ганнибала через Альпы, содержащееся в трудах Тита Ливия, считается неисторичным и невозможным?","В труде римского историка Тита Ливия содержится описание маршрута армии Ганнибала через Альпы, которое считается неисторичным и невозможным. Согласно Ливию, армия Ганнибала прошла через перевал Мон-Сени, который находится во Франции, а затем пересекла Альпы по пути, ведущему к Риму. Однако современные исследования показывают, что этот маршрут был бы слишком сложным и опасным для армии того времени, особенно учитывая наличие рек и гор, которые могли затруднить передвижение войск.",0.7999397811686008
Когда в США начался выпуск Digimon: Digital Monsters на видеокассетах?,В США сериал «Digimon: Digital Monsters» начал выходить на видеокассетах 10 сентября 2000 года.,0.9001293700411077
Сколько христиан погибло от голода во время «Опустошения Севера» по данным хрониста?,Хронист сообщает о том 100 тысячах погибших христианах.,0.925486391341802
За какой клуб Маджид Бугерра забил свой единственный гол за «Кру Александру»?,Маджид Бугерра забил свой единственный гол за «Кру Александра» в ворота «Блэкберн Роверс».,0.3214330641980274
"Как называется операция, предложенная П. А. Герценом для устранения недостатков способа операции Ру?","Операция, предложенная П. А. Герценом для устранения недостатков способа операции Ру, называется **операция Герцен-Ру**.",0.9842251627869556
В каком городе и штате в 1985 году Джоан Фейнман получила долговременный контракт с Лабораторией реактивного движения?,"Джоан Фейнман получила долговременный контракт с Лабораторией реактивного движения в Пасадене, штат Калифорния.",0.0758811284081963
"Кто был неформальным лидером казаков войсковой стороны во время Яицкого казачьего восстания 1772 года, у дома которого ежедневно собирались казаки?","Неофициальным лидером казаков войсковой стороны во время Яицкого казачьего восстания 1772 года был Емельян Иванович Пугачёв. У его дома ежедневно собирались казаки, которые поддерживали его и верили в его обещания о восстановлении прав и привилегий казачества.",0.2840186904333814
"О каком языке жестов говорила Миллисент Симмондс в интервью интернет-журналу Teen Vogue, назвав его прекрасным?",Миллисент Симмондs в интервью интернет-журналу Teen Vogue говорила о языке жестов американского жестового языка (ASL). Она назвала его прекрасным и выразила свою любовь к нему.,0.9845797090914584
В каком году была запущена трасса О-Бан в Аделаиде?,Трасса О-Бан в Аделаиде была запущена в 1938 году.,0.0012217791083504
Что означает оранжевое поле на флаге Бутана согласно Конституции 2008 года и резолюции 1972 года?,Оранжевый цвет на флаге Бутана символизирует буддийский монашество и духовность. Он также ассоциируется с миролюбие и спокойствие.,0.9956272450304456
Кто стал соперником Александра Усика в финале турнира после его победы над Майрисом Бриедисом?,Соперником Александра Усика в финале турнира после его победы над Майрисом Бриедисом стал Мурат Гассиев.,0.1209284560143395
В каком году Джуд Лоу сыграл роль Джерома Морроу в фильме «Гаттака»?,"Джуд Лоу сыграл роль Джерома Морроу в фильме «Гаттака», который вышел в 1997 году.",0.052218635282478
В каком году Пуштунистан был политически разделён между Афганистаном и Британской Индией по линии Дюранда?,Пуштунистан был политически разделён между Афганистаном и Британской Индией в 1893 году по линии Дюранда.,0.0238492798776761
Кто в 15:08 31 мая поднялся в воздух на самолёте лейтенанта Доналда вместе с наблюдателем-радистом Джорджем Тервином?,В 15:08 31 мая 1942 года лейтенант Дональдсон и его наблюдатель-радист Джордж Тервин поднялись в воздух на самолёте B-24 Liberator из состава 7-й бомбардировской группы ВВС США.,0.9546334644713866
"Какую часть тела Порция, дочь Катона Утического, ранила ножом, чтобы доказать Бруту свою способность хранить его тайну?","Порция, дочь Катона Утического, ранила себя в бедро ножом, чтобы доказать своему мужу Марку Юнию Бруту, что она способна хранить его тайны и не выдавать их даже под пыткой.",0.009323893886108
Какое звание в 1941 году было присвоено Александру Джапаридзе?,В 1941 году Александру Джапаридзе было присвоено звание Героя Советского Союза.,0.125515047863514
В каком году немецкая компания Egmont Manga & Anime приобрела права на публикацию манги по игре Legend of Mana на территории Германии?,"Немецкая компания Egmont Manga & Anime приобрела права на публикацию манги по игре ""Legend of Mana"" в 2003 году.",0.0007358401559021
Где у киноринх открывается анальное отверстие?,"У киноринхов анальное отверстие находится на переднем конце тела, сразу после ротовой полости.",0.3798282391280938
Какой герой рассказа «Минута солнца» предотвращает гибель жука от лап кота Аркашки?,"В рассказе Константина Паустовского «Минуты солнца» главным героем является мальчик по имени Аркашка. Он случайно находит маленького жука и решает поиграть с ним. Однако его игра приводит к тому, что жук оказывается в опасности — он может быть съеден котом. В этот момент появляется другой персонаж — девочка Лена, которая спасает жука от гибели. Она забирает его у Аркашки и относит на безопасное место. Таким образом, именно Лена предотвращает гибель жука от лап кота Аркашки.",0.776121705631846
Какое звание было присвоено Нине Афанасьевне Сазоновой 2 марта 1977 года?,2 марта 1977 года Нина Афанасьевна Сазонова была удостоена звания Героя Социалистического Труда.,0.0108137962808116
Как звали отца Шарипутры?,Отец Шарипутры был по имени Шакьямуни.,0.6657109032781422
"Какую красную PSP с изображением лица Кратоса на задней панели включила Sony в ограниченное издание God of War: Chains of Olympus, выпущенное 3 июня 2008 года в Северной Америке?","Sony выпустила ограниченное издание игры God of War: Chains of Olympus для PlayStation Portable (PSP) с красной консолью, на которой изображено лицо главного героя Кратоса. Это издание было выпущено 3 июня 2008 года в Северной Америке.",0.0089154823869441
Кто в 1971 году предложил проработать проект модернизации больших противолодочных кораблей проекта 1134-Б с заменой противолодочного ракетного комплекса на противокорабельный ракетный комплекс П-500 «Базальт»?,В 1971 году предложение о проработке проекта модернизации больших противолодочных кораблей проекта 1134-Б с заменой противолодочного ракетного комплекса на противокорабельный ракетный комплекс П-500 «Базальт» было сделано контр-адмиралом Николаем Ивановичем Савушкиным.,0.7684458711577453
"Какое блюдо из меню учеников в ашраме Махариши в Ришикеше, где находились The Beatles, включало нохут, смешанный с семенами тмина?","Блюдо, которое ученики ашрама Махариши в Ришикеше готовили для себя и гостей, включая The Beatles, называлось ""нохут масала"" или ""нут масала"". Это блюдо состояло из нута (гороха), который был обжарен со специями, такими как семена тмина, кориандр, куркума, имбирь и чеснок.",0.9918946924623996
Какая функция была первоначально приписана экзосомам до открытий конца 1990-х годов?,"До открытий конца 1990-х годов экзосомы считались клеточными «мусорными баками», которые просто удаляли ненужные вещества из клетки.",0.7699594587406452
"Кто, согласно легенде, считается изобретателем дымного пороха в Европе?","Согласно легенде, изобретателем дымного пороха в Европе считается монах-бенедиктинец Бертольд Шварц (нем. Berthold Schwarz).",0.051112600025978
Когда был выпущен первый том ранобэ «Fate/Zero» в продажу?,Первый том ранобэ «Fate/Zero» был выпущен в продажу 25 сентября 2013 года.,0.2228744661144145
Сколько рублей выделила Октябрьская железная дорога на восстановление паровоза серии С?,На восстановление паровоза серии С Октябрьской железной дороги было выделено 100 тысяч рублей.,0.9815372860626748
Что Бендер принимает в подарок от Клэр в фильме «Клуб «Завтрак»»?,В фильме «Клуб «Завтрак»» Клэр дарит Бендлеру значок с надписью «Я люблю Нью-Йорк».,0.9988562806636038
"Кто назвал Германское гражданское уложение «конечным продуктом скорее XIX века, нежели начала XX века»?","Германское гражданское уложение было названо «конечным продуктом скорее XIX века, нежели начала XX века», по мнению немецкого юриста Рудольфа фон Иеринга.",0.9934246912888114
"В каком комиксе и в каком месяце 1959 года, по мнению историка Крейга Шатта, Марсианский Охотник стал супергероем?","По мнению историка Крейга Шатта, Марсианский Охотник впервые появился как супергерой в комиксе ""Justice League of America"" #1, который вышел в марте 1960 года.",0.4133990970844376
Какой коэффициент на победу Владимира Кличко в бою с Хасимом Рахманом предлагала букмекерская контора «William Hill»?,"Коэффициент на победу Владимира Кличко в бою с Хасимом Рахманом, который предлагала букмекерская контора «William Hill», составлял 1.35.",0.2347245996655109
"В каком году лес, ставший Пискарёвским парком, был официально признан пригородным парком?","Лес, который впоследствии стал Пискарёвским парком, был официально признан пригородным парком в 1938 году.",0.1818915940141786
"В каком году, согласно биографии, возможно, родилась Маргарет Драммонд?","Согласно биографическим данным, Маргарет Драммонд могла родиться в 1750-х годах.",0.8973004883543859
"Какой исследователь в 1967 году утверждал, что Павсаний был охвачен стремлением к тираническому господству и имел целью завоевание всей Эллады?","В 1967 году британский историк и археолог Джон Бордман утверждал, что Павсаний был охвачен стремлением к тираническому господству и имел целью завоевание всей Эллады.",0.7675463132019951
"Когда была опубликована последняя, 122-я глава фанфика «Гарри Поттер и методы рационального мышления»?","Последняя, 122-я глава фанфика «Гарри Поттер и методы рационального мышления» была опубликована 30 июня 2015 года.",0.0060173930020637
"В какой стране, согласно книге «Почему одни страны богатые, а другие бедные», принятие закона, отчуждавшего 87% земель у коренных жителей в пользу белых фермеров, привело к формированию «двойственной экономики»?","Согласно книге «Почему одни страны богатые, а другие бедные», принятие закона, отчуждавшего 87% земли у коренных жителей в пользу белых фермеров, привело к формированию «двойственной экономики» в Южной Африке.",0.0131449118521004
Кто предложил стратегию удержания Фермопильского ущелья сухопутными силами и контроля пролива у мыса Артемисий морскими силами во время вторжения Ксеркса в 480 г. до н. э.?,Стратегию удержания Фермопильского ущелья сухопутными силами и контроля пролива у мыса Артемисий морскими силами во время вторжения Ксеркса в 480 году до нашей эры предложили спартанский царь Леонид I и афинский стратег Фемистокл.,0.0061020609117898
"Кто в экспедиции Нансена и Юхансена следил за двумя нартами, на которых находились каяк и основная часть провианта?","В экспедиции Фритьофа Нансена и Адольфа Эрика Йохансена, которая состоялась в 1893–1896 годах, за двумя нартами, на которых находился каяк и основная часть провианта, следовал **Георг Стубберуд**.",0.90701503597576
Какую песню группа Skillet выбрала в качестве заглавного сингла с альбома «Awake»?,"Skillet выбрали песню ""Hero"" в качестве заглавного сингла с альбома ""Awake"".",0.0634780320911266
В каком году Wayback Machine стал доступен для общественности?,Wayback Machine был запущен в 2001 году и стал общедоступным с момента своего запуска.,0.0425604802204005
Какой музыкальный стиль и творчество американского исполнителя Принса оказали влияние на композиции альбома Body Language Кайли Миноуг?,"## Влияние музыки Принса на альбом «Body Language» Кайли Миноуг

Альбом **«Body Language»** Кайли Миноуг, выпущенный в 1987 году, стал знаковым шагом в её карьере, демонстрируя более зрелый и экспериментальный подход к поп-музыке. Одним из ключевых источников вдохновения для этого альбома стала музыка американского артиста **Принса**. 

### Основные аспекты влияния Принса на «Body Language»

1. **Музыкальные стили**
   - Принс был мастером слияния различных жанров — фанка, ритм-н-блюза, рока и соула. Этот эклектичный подход нашёл отражение в альбоме «Body Language», где Кайли также смешивала элементы поп-музыки с элементами R&B и фанка.
   - Например, трек **“I Don’t Wanna”** демонстрирует ритмическую структуру и звучание, напоминающее фанк-рок, что было характерно для творчества Принса.

2. **Творчество и эксперименты**
   - Принс славился своей способностью экспериментировать с звучанием и структурой песен. Это вдохновило Кайли на смелые музыкальные решения в рамках своего альбома.
   - Альбом включает в себя как танцевальные треки, так и",0.3295194398233549
В каком году решением Правительствующего сената и манифестом были сняты все обвинения с поручика Оде-де-Сиона по «делу Ружанского»?,Решение о снятии всех обвинений с поручика Оде-де-Сиона по «делу Ружанского» было принято в 1803 году.,0.7362192704066263
"Какой киновед в 1997 году нашёл в Национальной библиотеке Венгрии книгу 1924 года, содержащую адаптированный сценарий фильма «Смерть Дракулы» (1921)?","В 1997 году киновед Питер Хоббс обнаружил в Национальной библиотеке Венгрии книгу 1924 года, содержащую адаптированный сценарий фильма «Смерть Дракулы» (1921).",0.99800394604456
Какой городок доступен в базовой версии игры The Sims 3 без дополнений?,"В базовой версии игры The Sims 3 доступны следующие городки:

1. **Оазун-Спрингс** — небольшой городок с разнообразными локациями и возможностями для создания семьи.
2. **Миднайт-Крик** — более крупный городок с большим количеством возможностей для жизни и работы.
3. **Сан-Мигель** — маленький городок с уютной атмосферой и множеством интересных мест.
4. **Бриджпорт** — большой и динамичный город с высоким уровнем жизни и множеством развлечений.
5. **Фонтенбло** — живописный городок с красивой природой и спокойной атмосферой.
6. **Грандвью** — классический американский городок с традиционными домами и улицами.
7. **Луна-Таун** — необычный городок с мистической атмосферой и загадочными местами.
8. **Сэндстоун** — тихий городок с дружелюбными жителями и красивыми пейзажами.
9. **Кристал-Фоллз** — красивый городок с озером и лесом, идеален для любителей природы.
10. **Хейвен-Хилл** — городок с богатой историей и множеством достопримечательностей.

Эти города можно выбрать при создании нового персонажа или загрузить из меню игры.",0.930111245563646
"Когда КГБ официально признало, что Левашовская пустошь является местом захоронений жертв политических репрессий?",КГБ официально признал Левашовскую пустошь местом захоронения жертв политических репрессions в 1989 году.,0.0193748288242695
Какова численность населения Молдавской Автономной Советской Социалистической Республики по данным переписи 1939 года?,Численность населения Молдавской Автономной Советской Социалистической Республики по данным переписи 1939 года составляла **2 068 475 человек**.,0.4525901561712034
На какой двигатель был заменён паровой механизм корабля «Фрам» при его переоборудовании в 1909 году?,В 1909 году на корабль «Фрам» был установлен дизельный двигатель вместо парового механизма.,0.0309896020660479
Кто в «Божественной комедии» поместил Марка Юния Брута вместе с Кассием в девятый круг ада?,"В поэме Данте Алигьери «Божественная комедия», написанной в начале XIV века, Марк Юний Брут и Гай Кассий Лонгин были помещены в девятом круге ада, который называется Коцит. В этом кругу находятся предатели, которые нарушили верность своим государям или согражданам.",0.624168643979156
В каком году был создан самостоятельный египетский отдел в Британском музее?,Самостоятельный египетский отдел в Британском музее был создан в 1892 году.,0.0581795708533188
Кто в сюжете «Зачистка» убил Андрея Радова?,В сюжете сериала «Зачистка» Андрей Радов был убит членом банды «Чёрные коты».,0.9998289269782752
На каком месте по количеству известных переводов на 2017 год находится текст песни «Я не люблю» среди всех произведений Владимира Высоцкого?,"По состоянию на 2017 год, текст песни «Я не люблю» занимает первое место по количеству известных переводов на английском языке среди всех произведений Владимира Высоцкого.",0.1207320033909462
Кто в 1438 году развернул в Дареме военные действия из-за назначения Роберта Невилла епископом?,В 1438 году в Дареме военные действия были развернуты против епископа Роберта Невилла.,0.8904036458328495
В каком году Сестрорецк получил статус города?,Сестрорецк получил статус города в 1723 году.,0.0025991810220802
В январе 1955 года законопроект о присвоении звания генерала армии был вынесен на рассмотрение Конгресса США в честь какого генерала?,В январе 1955 года законопроект о присвоении звания генерала армии был вынесен на рассмотрение Конгресса США в честь Дугласа Макартура.,0.0080158814130906
Где утонул султан Рума Кылыч-Арслан I в 1107 году после поражения в битве со своими мятежными эмирами?,Султан Рума Кылыч-Арслан I утонул в реке Гёксу в 1107 году после поражения в битве со своими мятежными эмирами.,0.3933729803018572
"Какой орган, сконцентрированный на голове рифовой акулы, позволяет ей улавливать электрическое поле?","Рифовая акула обладает органом, называемым ампулами Лоренцини, который расположен в её голове и позволяет ей улавливать электрические поля. Этот орган состоит из специализированных клеток, называемых электро-рецепторами, которые способны обнаруживать даже самые слабые электрические сигналы в воде. Это помогает акуле находить добычу, ощущая электрические импульсы от животных, находящихся поблизости.",0.592493494863847
В какую органеллу отправляются некоторые белки из шероховатого эндоплазматического ретикулума для дальнейшей модификации?,"Некоторые белки, которые синтезируются на рибосомах шероховатого эндоплазматического ретикулума (ЭР), направляются в аппарат Гольджи для дальнейшей модификации и сортировки. В частности, белки проходят через несколько стадий обработки в аппарате Гольджи, включая гликозилирование, фосфорилирование и другие посттрансляционные модификации. После этого они могут быть направлены к различным местам назначения внутри клетки или секретированы за её пределы.",0.5469448814037889
Кого профессор Франческо-Аллесио Урсини назвал главным влиянием на художественный стиль и сеттинг манги «JoJo’s Bizarre Adventure»?,Профессор Франческо-Аллесио Урсини назвал главным влиянием на художественный стиль и сеттинг манги «JoJo’s Bizarre Adventure» работы художника Осаму Тэдзуки.,0.9682372532555478
Кто в 1304 году осадил восставшего Чахиоглу в замке Девелухисар вместе с монгольским войском?,В 1304 году осада восставшего Чахиоглу в замке Девелухисар была проведена совместно турецким султаном Османом I и монгольским ханом Газаном.,0.5384596879200286
В каком городе и штате США состоялась мировая премьера фильма «Люди Икс: Начало. Росомаха»?,"Мировая премьера фильма «Люди Икс: Начало. Росомаха» состоялась в Лос-Анджелесе, штат Калифорния, США.",0.0250034865928422
"Когда в Норвегии был выпущен первый почтовый блок, посвящённый столетию «Почтового рожка»?","Первый почтовый блок, посвященный столетию «Почтового рожка», был выпущен в Норвегии 15 сентября 1974 года.",0.0775486095950702
В каком году Юрий Гагарин был удостоен воинского звания майор?,Юрий Гагарин получил звание майора в 1963 году.,0.0076817589824414
Какова площадь озера Тоба вместе с островами Самосир и Пардапур?,Площадь озера Тоба вместе с островами Самосир и Пардапур составляет примерно 1079 квадратных километров.,2.376245568538635e-05
Когда Илона Монтаг вышла замуж за Белу Лугоши?,Илона Монтаг и Бела Лугоши поженились 15 ноября 1923 года в Будапеште.,0.2303032231115541
Какое английское название получила картина «Оттепель» Фёдора Васильева в официальном каталоге выставки 1872 года?,"Картина Фёдора Васильева под названием «Оттепель» была представлена на выставке в 1872 году и имела официальное английское название ""Thaw"".",0.0204830681746014
В каком году Чак Паланик окончил факультет журналистики Орегонского университета?,Чак Паланик окончил факультет журналистики Орегонского университета в 1986 году.,0.0053390962955219
В каком году после смерти Узун-Гасана Феодора Великая Комнина перестала упоминаться в документах?,"Феодор Великая Комнина перестала упоминаться в документах в 1478 году, через год после смерти Узун-Гасана.",0.5907702765018759
В каком месяце 1984 года компания America West Airlines впервые показала прибыльные результаты?,Компания America West Airlines впервые показала прибыльные результаты в **июне** 1984 года.,0.0713018681194526
Какой класс светимости на диаграмме Герцшпрунга — Рассела обозначается римской цифрой V?,"Класс светимости на диаграмме Герцшпрунга — Рассела, обозначаемый римской цифром V, называется **главной последовательностью**.",0.291647090509692
Какое событие стало последним для Алана Дзагоева за сборную России?,Последним матчем за национальную сборную России для Алана Дзагоева стал матч против сборной Франции в рамках Лиги наций УЕФА 2019 года. Этот матч состоялся 7 сентября 2019 года и завершился победой сборной России со счётом 3:1.,0.225751733728082
Когда состоялось открытие трамвайного движения в Челябинске?,Трамвайное движение в Челябинске было открыто 16 октября 1934 года.,0.3803693737324412
"Какой альбом из «Берлинской трилогии» Дэвида Боуи был единственным, полностью записанным в Берлине?","Единственным альбомом из «Берлинской трилогии», который был полностью записан в Берлине, является **«Low»** (1977).",0.0952948123859866
"Кто командовал федеральными пикетами у переправы Маккой-Форд, которые были атакованы и рассеяны отрядом лейтенанта Хокспилла Филлипса во время Второго рейда Стюарта вокруг Макклеллана?","Федеральные пикеты у переправы Маккой-Форд, которые были атакованы и рассеяны отрядом лейтенанта Хокспилла Филлипса во время Второго рейда Стюарта вокруг Макклеллана, возглавлял полковник Джон Б. Уотсон.",0.9950894412761176
Какая сцена изображена на внутренней стороне левого крыла алтаря Святой Марии в дортмундской церкви Святой Марии?,"На внутренней стороне левого крыла алтаря Святой Марии в Дортмундской церкви Святой Марии изображена сцена ""Распятие Христа"".",0.0671602816168101
"Кто командовал британским отрядом, захватившим перевал Пейвар-Котал 2 декабря 1878 года во время Сражения за перевал Пейвар-Котал?","Командиром британского отряда, захватившего перевал Пейвар-Котал 2 декабря 1878 года во время Сражения за перевал Пейвар-Котал, был генерал-майор сэр Фредерик Робертс.",0.7248459864427846
"В каком году Леонард Эйлер опубликовал в журнале «Commentarii Academiae Scientiarum Imperialis Petropolitanae» заметку «О суммах обратных рядов», содержащую решение задачи о сумме ряда обратных квадратов?","Леонард Эйлер опубликовал свою знаменитую работу ""О суммах обратных рядов"" в 1734 году в журнале ""Commentarii Academiae Scientiarum Imperialis Petropolitanae"". В этой работе он решил задачу о сумме ряда обратных квадратов, показав, что эта сумма равна π²/6.",0.0125563127587955
Кто в 224 году пришёл к власти в Иране как основатель династии Сасанидов?,"В 224 году к власти в Иране пришёл Ардашир I, который стал основателем династии Сасанидов.",0.0023603870340015
Сколько спутников Сатурна было известно по состоянию на октябрь 2019 года?,По состоянию на октябрь 2019 года было известно около 83 естественных спутника Сатурна.,0.0015634817350026
В честь какого генерал-фельдмаршала был назван линейный крейсер «Макензен»?,Линейный крейсер «Макензен» был назван в честь немецкого фельдмаршала Эриха фон Макензена.,0.0869723259072564
В каком году был построен Троицкий собор в Троице-Сергиевой лавре?,Троицкий собор в Троице-Сергиевой лавре был построен в 1423 году.,0.000538542540861
В какие годы Елизавета Алексеевна Арсеньева везла внука Михаила Лермонтова на Кавказ для восстановления его здоровья?,"Елизавета Алексеевна Арсеньева неоднократно возила своего внука Михаила Юрьевича Лермонтова на Кавказ с целью улучшения его здоровья. В частности, она привезла его в Пятигорск и Кисловодск в 1820 году, когда ему было около 13 лет. Эти поездки были связаны с тем, что у Лермонтова были проблемы со здоровьем, включая частые простуды и головные боли.",0.5427930000877222
Какого рейтинга Ассоциация кинокомпаний присвоила фильму «Человек-паук 2»?,Фильм «Человек-паук 2» получил рейтинг PG-13 от Ассоциации кинокомпаний (MPAA).,0.139556576249571
